{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0636, 'n_source': 640, 'n_target': 40, 'labeled': True, 'classical': 0.27, 'supervised': 0.19, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 61, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0664, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.5, 'prop-target-estimate': 0.18227027027027032, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0708, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.53, 'prop-target-estimate': 0.2973663522012579, 'oracle': 0.23, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0654, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.49, 'prop-target-estimate': 0.26056079664570236, 'oracle': 0.11, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0634, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.56, 'prop-target-estimate': 0.179874213836478, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0654, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.48, 'prop-target-estimate': 0.21344637223974763, 'oracle': 0.23, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0728, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.54, 'prop-target-estimate': 0.0944841675178754, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.063, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.59, 'prop-target-estimate': 0.10837942477876107, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0721, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.55, 'prop-target-estimate': 0.1860010706638116, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0657, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.15880681818181816, 'oracle': 0.36, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0729, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.5, 'prop-target-estimate': 0.24142411642411643, 'oracle': 0.12, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0697, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.56, 'prop-target-estimate': 0.11600719424460432, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.065, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.69, 'prop-target-estimate': 0.12691717791411045, 'oracle': 0.3, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0643, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.52, 'prop-target-estimate': 0.17122994652406423, 'oracle': 0.15, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0652, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.5, 'prop-target-estimate': 0.2236981934112646, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0621, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.59, 'prop-target-estimate': 0.1582980972515856, 'oracle': 0.3, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0667, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.64, 'prop-target-estimate': 0.04206806282722513, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0675, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.63, 'prop-target-estimate': 0.1064353813559322, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0625, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.51, 'prop-target-estimate': 0.26831896551724144, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0637, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.46, 'prop-target-estimate': 0.19003759398496242, 'oracle': 0.14, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0666, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.54, 'prop-target-estimate': 0.13712121212121212, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0674, 'n_source': 320, 'n_target': 100, 'labeled': False, 'lipton': 0.56, 'prop-target-estimate': 0.19825783972125438, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 94, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0685, 'n_source': 160, 'n_target': 100, 'labeled': False, 'lipton': 0.59, 'prop-target-estimate': 0.22768115942028982, 'oracle': 0.13, 'classical': 'nan', 'supervised': 'nan', 'iter': 86, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0676, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.58, 'prop-target-estimate': 0.25116648992576884, 'oracle': 0.23, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0706, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.74, 'prop-target-estimate': 0.07665975103734439, 'oracle': 0.28, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0662, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.45, 'prop-target-estimate': 0.10764613778705637, 'oracle': 0.16, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0666, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.47, 'prop-target-estimate': 0.19960359408033826, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0662, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.4, 'prop-target-estimate': 0.3250798722044729, 'oracle': 0.11, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.066, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.57, 'prop-target-estimate': 0.2079937304075235, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0646, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.54, 'prop-target-estimate': 0.07030933062880325, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0684, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.57, 'prop-target-estimate': 0.135877466251298, 'oracle': 0.23, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0676, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.61, 'prop-target-estimate': 0.16045124481327802, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0637, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.59, 'prop-target-estimate': 0.15165094339622642, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0664, 'n_source': 1440, 'n_target': 40, 'labeled': True, 'classical': 0.19, 'supervised': 0.12, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 86, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0642, 'n_source': 160, 'n_target': 60, 'labeled': True, 'classical': 0.16, 'supervised': 0.1, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 41, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0701, 'n_source': 160, 'n_target': 10, 'labeled': True, 'classical': 0.42, 'supervised': 0.14, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 17, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0715, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.49, 'prop-target-estimate': 0.21485617709437965, 'oracle': 0.18, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0673, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.59, 'prop-target-estimate': 0.15359654311251314, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0687, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.56, 'prop-target-estimate': 0.1796413014783527, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0638, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.46, 'prop-target-estimate': 0.26095448369565216, 'oracle': 0.15, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0651, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.5, 'prop-target-estimate': 0.1706323945473251, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0676, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.59, 'prop-target-estimate': 0.23904610440713533, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0685, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.61, 'prop-target-estimate': 0.16052631578947368, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0722, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.6, 'prop-target-estimate': 0.22399367171189982, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0701, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.67, 'prop-target-estimate': 0.12824717078189302, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0649, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.59, 'prop-target-estimate': 0.13892001295336787, 'oracle': 0.18, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0644, 'n_source': 1280, 'n_target': 100, 'labeled': False, 'lipton': 0.63, 'prop-target-estimate': 0.15194585448392556, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 38, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0662, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.75, 'prop-target-estimate': 0.0, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0664, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.67, 'prop-target-estimate': 0.18253638253638255, 'oracle': 0.23, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0658, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.82, 'prop-target-estimate': 0.0, 'oracle': 0.28, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0603, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.78, 'prop-target-estimate': 0.0, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0658, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.56, 'prop-target-estimate': 0.27253446447507956, 'oracle': 0.18, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0656, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.65, 'prop-target-estimate': 0.1623931623931624, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0693, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.57, 'prop-target-estimate': 0.270926517571885, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0691, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.58, 'prop-target-estimate': 0.07444794952681388, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.067, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.58, 'prop-target-estimate': 0.2838405036726128, 'oracle': 0.23, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0664, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.63, 'prop-target-estimate': 0.16473118279569893, 'oracle': 0.32, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0651, 'n_source': 20, 'n_target': 100, 'labeled': False, 'lipton': 0.39, 'prop-target-estimate': 0.29, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 4, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0698, 'n_source': 1440, 'n_target': 40, 'labeled': True, 'classical': 0.36, 'supervised': 0.14, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 72, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0631, 'n_source': 240, 'n_target': 40, 'labeled': True, 'classical': 0.28, 'supervised': 0.07, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 58, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0681, 'n_source': 1000, 'n_target': 160, 'labeled': False, 'lipton': 0.52, 'prop-target-estimate': 0.15169851380042465, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 17, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0699, 'n_source': 1000, 'n_target': 160, 'labeled': False, 'lipton': 0.53, 'prop-target-estimate': 0.19670846394984326, 'oracle': 0.1, 'classical': 'nan', 'supervised': 'nan', 'iter': 17, 'setup': 'dec-prop-source'}
