{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 4, 'n_target': 50, 'lipton': 0.235, 'prop-target': 0.84, 'oracle': 0.235, 'iter': 73}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 4, 'n_target': 50, 'lipton': 0.2275, 'prop-target': 0.7, 'oracle': 0.2275, 'iter': 25}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 4, 'n_target': 50, 'lipton': 0.29, 'prop-target': 0.84, 'oracle': 0.29, 'iter': 75}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 4, 'n_target': 50, 'lipton': 0.235, 'prop-target': 0.72, 'oracle': 0.235, 'iter': 55}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 4, 'n_target': 50, 'lipton': 0.23, 'prop-target': 0.8, 'oracle': 0.23, 'iter': 35}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 4, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.7, 'oracle': 0.2175, 'iter': 88}

{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 4, 'n_target': 50, 'lipton': 0.245, 'prop-target': 0.82, 'oracle': 0.245, 'iter': 64}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 4, 'n_target': 50, 'lipton': 0.215, 'prop-target': 0.84, 'oracle': 0.215, 'iter': 27}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 4, 'n_target': 50, 'lipton': 0.2575, 'prop-target': 0.86, 'oracle': 0.2575, 'iter': 85}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 4, 'n_target': 50, 'lipton': 0.18, 'prop-target': 0.72, 'oracle': 0.5125, 'iter': 84}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 4, 'n_target': 50, 'lipton': 0.25, 'prop-target': 0.86, 'oracle': 0.25, 'iter': 82}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 4, 'n_target': 50, 'lipton': 0.22, 'prop-target': 0.76, 'oracle': 0.22, 'iter': 5}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 4, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.74, 'oracle': 0.2175, 'iter': 8}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 4, 'n_target': 50, 'lipton': 0.245, 'prop-target': 0.92, 'oracle': 0.245, 'iter': 42}

{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 4, 'n_target': 50, 'lipton': 0.2225, 'prop-target': 0.8, 'oracle': 0.2225, 'iter': 32}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 4, 'n_target': 50, 'lipton': 0.23, 'prop-target': 0.74, 'oracle': 0.23, 'iter': 45}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 4, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.78, 'oracle': 0.2175, 'iter': 6}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 4, 'n_target': 50, 'lipton': 0.22, 'prop-target': 0.76, 'oracle': 0.22, 'iter': 19}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 4, 'n_target': 50, 'lipton': 0.1975, 'prop-target': 0.88, 'oracle': 0.1975, 'iter': 62}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 4, 'n_target': 50, 'lipton': 0.2275, 'prop-target': 0.9, 'oracle': 0.2275, 'iter': 59}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 4, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.74, 'oracle': 0.2175, 'iter': 3}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0029, 'n_source': 4, 'n_target': 50, 'lipton': 0.23, 'prop-target': 0.82, 'oracle': 0.23, 'iter': 41}

{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 4, 'n_target': 50, 'lipton': 0.22, 'prop-target': 0.76, 'oracle': 0.22, 'iter': 10}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 4, 'n_target': 50, 'lipton': 0.2125, 'prop-target': 0.84, 'oracle': 0.2125, 'iter': 0}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 4, 'n_target': 50, 'lipton': 0.235, 'prop-target': 0.72, 'oracle': 0.235, 'iter': 57}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 4, 'n_target': 50, 'lipton': 0.235, 'prop-target': 0.82, 'oracle': 0.235, 'iter': 12}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.007, 'n_source': 4, 'n_target': 50, 'lipton': 0.2325, 'prop-target': 0.78, 'oracle': 0.2325, 'iter': 60}

{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 4, 'n_target': 50, 'lipton': 0.205, 'prop-target': 0.88, 'oracle': 0.205, 'iter': 36}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 4, 'n_target': 50, 'lipton': 0.2125, 'prop-target': 0.86, 'oracle': 0.2125, 'iter': 47}

{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 4, 'n_target': 50, 'lipton': 0.2525, 'prop-target': 0.82, 'oracle': 0.2525, 'iter': 2}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 4, 'n_target': 50, 'lipton': 0.2275, 'prop-target': 0.84, 'oracle': 0.2275, 'iter': 92}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 4, 'n_target': 50, 'lipton': 0.23, 'prop-target': 0.86, 'oracle': 0.23, 'iter': 66}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 4, 'n_target': 50, 'lipton': 0.235, 'prop-target': 0.84, 'oracle': 0.235, 'iter': 38}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 4, 'n_target': 50, 'lipton': 0.2075, 'prop-target': 0.76, 'oracle': 0.2075, 'iter': 7}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0034, 'n_source': 4, 'n_target': 50, 'lipton': 0.2075, 'prop-target': 0.82, 'oracle': 0.2075, 'iter': 1}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 4, 'n_target': 50, 'lipton': 0.2325, 'prop-target': 0.84, 'oracle': 0.2325, 'iter': 28}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 4, 'n_target': 50, 'lipton': 0.26, 'prop-target': 0.88, 'oracle': 0.26, 'iter': 50}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 4, 'n_target': 50, 'lipton': 0.2325, 'prop-target': 0.88, 'oracle': 0.2325, 'iter': 95}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 4, 'n_target': 50, 'lipton': 0.2, 'prop-target': 0.84, 'oracle': 0.6175, 'iter': 98}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 4, 'n_target': 50, 'lipton': 0.1875, 'prop-target': 0.76, 'oracle': 0.48, 'iter': 97}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 8, 'n_target': 50, 'lipton': 0.1425, 'prop-target': 0.64, 'oracle': 0.56, 'iter': 15}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 4, 'n_target': 50, 'lipton': 0.2425, 'prop-target': 0.78, 'oracle': 0.2425, 'iter': 96}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 4, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.9, 'oracle': 0.2175, 'iter': 94}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 4, 'n_target': 50, 'lipton': 0.2325, 'prop-target': 0.82, 'oracle': 0.2325, 'iter': 54}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 4, 'n_target': 50, 'lipton': 0.2475, 'prop-target': 0.8, 'oracle': 0.2475, 'iter': 18}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 8, 'n_target': 50, 'lipton': 0.2425, 'prop-target': 0.68, 'oracle': 0.2425, 'iter': 12}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 8, 'n_target': 50, 'lipton': 0.205, 'prop-target': 0.88, 'oracle': 0.205, 'iter': 3}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 4, 'n_target': 50, 'lipton': 0.22, 'prop-target': 0.74, 'oracle': 0.22, 'iter': 93}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 4, 'n_target': 50, 'lipton': 0.2125, 'prop-target': 0.9, 'oracle': 0.2125, 'iter': 99}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 8, 'n_target': 50, 'lipton': 0.19, 'prop-target': 0.86, 'oracle': 0.19, 'iter': 4}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 8, 'n_target': 50, 'lipton': 0.19, 'prop-target': 0.72, 'oracle': 0.455, 'iter': 48}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 8, 'n_target': 50, 'lipton': 0.1625, 'prop-target': 0.78, 'oracle': 0.1625, 'iter': 47}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 8, 'n_target': 50, 'lipton': 0.145, 'prop-target': 0.66, 'oracle': 0.145, 'iter': 53}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 8, 'n_target': 50, 'lipton': 0.205, 'prop-target': 0.66, 'oracle': 0.205, 'iter': 0}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 4, 'n_target': 50, 'lipton': 0.195, 'prop-target': 0.72, 'oracle': 0.195, 'iter': 91}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 8, 'n_target': 50, 'lipton': 0.1775, 'prop-target': 0.88, 'oracle': 0.475, 'iter': 16}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 8, 'n_target': 50, 'lipton': 0.2675, 'prop-target': 0.82, 'oracle': 0.2675, 'iter': 2}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 8, 'n_target': 50, 'lipton': 0.1775, 'prop-target': 0.86, 'oracle': 0.1775, 'iter': 1}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 8, 'n_target': 50, 'lipton': 0.225, 'prop-target': 0.86, 'oracle': 0.225, 'iter': 50}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 8, 'n_target': 50, 'lipton': 0.1975, 'prop-target': 0.78, 'oracle': 0.1975, 'iter': 6}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 8, 'n_target': 50, 'lipton': 0.235, 'prop-target': 0.72, 'oracle': 0.4425, 'iter': 9}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 8, 'n_target': 50, 'lipton': 0.2275, 'prop-target': 0.82, 'oracle': 0.2275, 'iter': 51}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0027, 'n_source': 8, 'n_target': 50, 'lipton': 0.225, 'prop-target': 0.88, 'oracle': 0.225, 'iter': 20}
kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 8, 'n_target': 50, 'lipton': 0.14, 'prop-target': 0.78, 'oracle': 0.7, 'iter': 49}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 8, 'n_target': 50, 'lipton': 0.195, 'prop-target': 0.78, 'oracle': 0.195, 'iter': 7}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 8, 'n_target': 50, 'lipton': 0.215, 'prop-target': 0.62, 'oracle': 0.215, 'iter': 8}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.006, 'n_source': 8, 'n_target': 50, 'lipton': 0.2475, 'prop-target': 0.8800000000000001, 'oracle': 0.2475, 'iter': 52}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0028, 'n_source': 8, 'n_target': 50, 'lipton': 0.19, 'prop-target': 0.66, 'oracle': 0.19, 'iter': 11}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 8, 'n_target': 50, 'lipton': 0.2425, 'prop-target': 0.74, 'oracle': 0.2425, 'iter': 5}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0059, 'n_source': 8, 'n_target': 50, 'lipton': 0.22, 'prop-target': 0.82, 'oracle': 0.22, 'iter': 13}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 8, 'n_target': 50, 'lipton': 0.2275, 'prop-target': 0.8600000000000001, 'oracle': 0.2275, 'iter': 69}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 8, 'n_target': 50, 'lipton': 0.21, 'prop-target': 0.82, 'oracle': 0.21, 'iter': 34}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 8, 'n_target': 50, 'lipton': 0.1325, 'prop-target': 0.78, 'oracle': 0.1325, 'iter': 55}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 8, 'n_target': 50, 'lipton': 0.2125, 'prop-target': 0.66, 'oracle': 0.2125, 'iter': 73}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 8, 'n_target': 50, 'lipton': 0.1875, 'prop-target': 0.9, 'oracle': 0.65, 'iter': 59}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 8, 'n_target': 50, 'lipton': 0.23, 'prop-target': 0.7600000000000001, 'oracle': 0.23, 'iter': 21}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 8, 'n_target': 50, 'lipton': 0.1575, 'prop-target': 0.8000000000000002, 'oracle': 0.1575, 'iter': 18}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 8, 'n_target': 50, 'lipton': 0.18, 'prop-target': 0.8, 'oracle': 0.18, 'iter': 68}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 8, 'n_target': 50, 'lipton': 0.2425, 'prop-target': 0.66, 'oracle': 0.2425, 'iter': 22}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 8, 'n_target': 50, 'lipton': 0.19, 'prop-target': 0.68, 'oracle': 0.355, 'iter': 31}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 8, 'n_target': 50, 'lipton': 0.1975, 'prop-target': 0.78, 'oracle': 0.1975, 'iter': 66}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 8, 'n_target': 50, 'lipton': 0.2325, 'prop-target': 0.86, 'oracle': 0.2325, 'iter': 80}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 8, 'n_target': 50, 'lipton': 0.235, 'prop-target': 0.82, 'oracle': 0.235, 'iter': 14}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 8, 'n_target': 50, 'lipton': 0.2025, 'prop-target': 0.72, 'oracle': 0.2025, 'iter': 74}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0034, 'n_source': 8, 'n_target': 50, 'lipton': 0.1775, 'prop-target': 0.86, 'oracle': 0.1775, 'iter': 33}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 8, 'n_target': 50, 'lipton': 0.205, 'prop-target': 0.7800000000000001, 'oracle': 0.205, 'iter': 29}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 8, 'n_target': 50, 'lipton': 0.2275, 'prop-target': 0.7, 'oracle': 0.2275, 'iter': 28}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 8, 'n_target': 50, 'lipton': 0.2125, 'prop-target': 0.84, 'oracle': 0.2125, 'iter': 26}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 8, 'n_target': 50, 'lipton': 0.1475, 'prop-target': 0.8, 'oracle': 0.665, 'iter': 72}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 8, 'n_target': 50, 'lipton': 0.22, 'prop-target': 0.74, 'oracle': 0.22, 'iter': 45}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 8, 'n_target': 50, 'lipton': 0.1975, 'prop-target': 0.76, 'oracle': 0.1975, 'iter': 36}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 8, 'n_target': 50, 'lipton': 0.1975, 'prop-target': 0.8, 'oracle': 0.1975, 'iter': 70}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 8, 'n_target': 50, 'lipton': 0.165, 'prop-target': 0.76, 'oracle': 0.38, 'iter': 24}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 8, 'n_target': 50, 'lipton': 0.18, 'prop-target': 0.7, 'oracle': 0.18, 'iter': 67}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 8, 'n_target': 50, 'lipton': 0.2025, 'prop-target': 0.8000000000000002, 'oracle': 0.2025, 'iter': 46}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 8, 'n_target': 50, 'lipton': 0.2425, 'prop-target': 0.68, 'oracle': 0.2425, 'iter': 58}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 8, 'n_target': 50, 'lipton': 0.17, 'prop-target': 0.72, 'oracle': 0.17, 'iter': 17}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 8, 'n_target': 50, 'lipton': 0.2225, 'prop-target': 0.86, 'oracle': 0.2225, 'iter': 30}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 8, 'n_target': 50, 'lipton': 0.225, 'prop-target': 0.86, 'oracle': 0.225, 'iter': 57}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 16, 'n_target': 50, 'lipton': 0.1425, 'prop-target': 0.62, 'oracle': 0.1425, 'iter': 64}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 8, 'n_target': 50, 'lipton': 0.1325, 'prop-target': 0.82, 'oracle': 0.4025, 'iter': 40}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 8, 'n_target': 50, 'lipton': 0.21, 'prop-target': 0.9, 'oracle': 0.21, 'iter': 76}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 16, 'n_target': 50, 'lipton': 0.15, 'prop-target': 0.84, 'oracle': 0.15, 'iter': 68}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 8, 'n_target': 50, 'lipton': 0.2275, 'prop-target': 0.82, 'oracle': 0.2275, 'iter': 2{'k{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 8, 'n_target': 50, 'lipton': 0.2425, 'prop-target': 0.8200000000000001, 'oracle': {'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0026, 'n_source': 8, 'n_target': 50, 'lipton': 0.195, 'prop-target': 0.8, 'oracle': 0.195, 'iter': 63}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0058, 'n_source': 16, 'n_target': 50, 'lipton': 0.175, 'prop-target': 0.76, 'oracle': 0.175, 'iter': 66}
5, 'iter': 79}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0059, 'n_source': 16, 'n_target': 50, 'lipton': 0.1475, 'prop-target': 0.78, 'oracle': 0.1475, 'iter': 69}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 8, 'n_target': 50, 'lipton': 0.23, 'prop-target': 0.62, 'oracle': 0.495, 'iter': 84}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 8, 'n_target': 50, 'lipton': 0.125, 'prop-target': 0.8, 'oracle': 0.39, 'iter': 85}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 16, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.76, 'oracle': 0.2175, 'iter': 67}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 16, 'n_target': 50, 'lipton': 0.22, 'prop-target': 0.7, 'oracle': 0.22, 'iter': 62}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 8, 'n_target': 50, 'lipton': 0.19, 'prop-target': 0.74, 'oracle': 0.19, 'iter': 35}
