{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.071, 'n_source': 640, 'n_target': 40, 'labeled': True, 'classical': 0.18, 'supervised': 0.11, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 61, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0658, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.031030884960272006, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0591, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.59, 'prop-target-estimate': 0.05249385000789909, 'oracle': 0.14, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0681, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.67, 'prop-target-estimate': 0.044521721296642586, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0654, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.65, 'prop-target-estimate': 0.02443831296807252, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0674, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.66, 'prop-target-estimate': 0.08747809991676514, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0681, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.73, 'prop-target-estimate': 0.03270182538825636, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0681, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.61, 'prop-target-estimate': 0.04878262155302003, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0675, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.01645636041078434, 'oracle': 0.31, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0693, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.66, 'prop-target-estimate': 0.06465048583980032, 'oracle': 0.3, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0669, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.67, 'prop-target-estimate': 0.038864769563657024, 'oracle': 0.3, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0692, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.64, 'prop-target-estimate': 0.058167980429464534, 'oracle': 0.3, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0658, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.63, 'prop-target-estimate': 0.016513550096477838, 'oracle': 0.3, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0675, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.62, 'prop-target-estimate': 0.0258717726411074, 'oracle': 0.33, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.069, 'n_source': 6240, 'n_target': 40, 'labeled': True, 'classical': 0.32, 'supervised': 0.21, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 74, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.066, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.69, 'prop-target-estimate': 0.015183246073298432, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0672, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.72, 'prop-target-estimate': 0.06241143415587589, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0683, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.66, 'prop-target-estimate': 0.08595500134215085, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0697, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.65, 'prop-target-estimate': 0.04565042236853701, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0644, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.62, 'prop-target-estimate': 0.05150084617440101, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0631, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.67, 'prop-target-estimate': 0.07315454796792921, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0684, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.62, 'prop-target-estimate': 0.0977845351867941, 'oracle': 0.18, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0626, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.56, 'prop-target-estimate': 0.11639381027136128, 'oracle': 0.27, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0642, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.64, 'prop-target-estimate': 0.032487981217157985, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0654, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.6, 'prop-target-estimate': 0.027698253650157455, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0663, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.69, 'prop-target-estimate': 0.01962727993655829, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0691, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.75, 'prop-target-estimate': 0.06523094661050849, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0666, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.59, 'prop-target-estimate': 0.08203723986856513, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0675, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.61, 'prop-target-estimate': 0.050564617314931, 'oracle': 0.27, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0629, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.04129327902240326, 'oracle': 0.33, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0624, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.04459197176885752, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.066, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.59, 'prop-target-estimate': 0.04848619768477295, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0711, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.65, 'prop-target-estimate': 0.029254608187498053, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0673, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.63, 'prop-target-estimate': 0.0640858011166867, 'oracle': 0.29, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0682, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.58, 'prop-target-estimate': 0.07271509612354239, 'oracle': 0.28, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0644, 'n_source': 320, 'n_target': 100, 'labeled': False, 'lipton': 0.64, 'prop-target-estimate': 0.12621245535627157, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 94, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0662, 'n_source': 160, 'n_target': 100, 'labeled': False, 'lipton': 0.65, 'prop-target-estimate': 0.10969137926470979, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 86, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0672, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.51, 'prop-target-estimate': 0.2134915554680191, 'oracle': 0.16, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0679, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.034463785791501514, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0671, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.72, 'prop-target-estimate': 0.0073120285505718224, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0684, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.74, 'prop-target-estimate': 0.02437759336099585, 'oracle': 0.37, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0664, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.61, 'prop-target-estimate': 0.09652357920193472, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0684, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.64, 'prop-target-estimate': 0.1428409605799728, 'oracle': 0.18, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0619, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.012965541246084235, 'oracle': 0.27, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0651, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.73, 'prop-target-estimate': 0.01537032737404226, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0651, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.77, 'prop-target-estimate': 0.0, 'oracle': 0.28, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0645, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.69, 'prop-target-estimate': 0.06694342015642248, 'oracle': 0.23, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.066, 'n_source': 1440, 'n_target': 40, 'labeled': True, 'classical': 0.27, 'supervised': 0.2, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 86, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.067, 'n_source': 160, 'n_target': 60, 'labeled': True, 'classical': 0.25, 'supervised': 0.14, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 41, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0678, 'n_source': 160, 'n_target': 10, 'labeled': True, 'classical': 0.21, 'supervised': 0.21, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 17, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0688, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.023863301581066487, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0682, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.69, 'prop-target-estimate': 0.044771707083853494, 'oracle': 0.31, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0648, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.69, 'prop-target-estimate': 0.08927590310774655, 'oracle': 0.31, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0662, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.62, 'prop-target-estimate': 0.053942890059548575, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0673, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.6, 'prop-target-estimate': 0.04073193477110235, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0616, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.75, 'prop-target-estimate': 0.052227958498320896, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0667, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.69, 'prop-target-estimate': 0.07030416521110398, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0659, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.023208394507297694, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0635, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.67, 'prop-target-estimate': 0.06479707784290967, 'oracle': 0.31, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0692, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.75, 'prop-target-estimate': 0.006461243260046953, 'oracle': 0.29, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0684, 'n_source': 1280, 'n_target': 100, 'labeled': False, 'lipton': 0.69, 'prop-target-estimate': 0.04479697229155358, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 38, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.07, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.77, 'prop-target-estimate': 0.0, 'oracle': 0.33, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0683, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.72, 'prop-target-estimate': 0.04952044422009086, 'oracle': 0.29, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0721, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.65, 'prop-target-estimate': 0.16400482049980974, 'oracle': 0.23, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0653, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.78, 'prop-target-estimate': 0.0, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0634, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.68, 'prop-target-estimate': 0.05456270245256826, 'oracle': 0.29, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0694, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.62, 'prop-target-estimate': 0.046632911392405066, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0701, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.74, 'prop-target-estimate': 0.0, 'oracle': 0.31, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0699, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.67, 'prop-target-estimate': 0.11857669498317036, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0631, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.87, 'prop-target-estimate': 0.0, 'oracle': 0.35, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0672, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.64, 'prop-target-estimate': 0.11014626377771257, 'oracle': 0.23, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0688, 'n_source': 20, 'n_target': 100, 'labeled': False, 'lipton': 0.5, 'prop-target-estimate': 0.41903555309208956, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 4, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0665, 'n_source': 1440, 'n_target': 40, 'labeled': True, 'classical': 0.23, 'supervised': 0.14, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 72, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0699, 'n_source': 240, 'n_target': 40, 'labeled': True, 'classical': 0.4, 'supervised': 0.13, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 58, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0646, 'n_source': 1000, 'n_target': 160, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.027705175117616304, 'oracle': 0.36, 'classical': 'nan', 'supervised': 'nan', 'iter': 17, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0678, 'n_source': 1000, 'n_target': 160, 'labeled': False, 'lipton': 0.67, 'prop-target-estimate': 0.08941536883586602, 'oracle': 0.32, 'classical': 'nan', 'supervised': 'nan', 'iter': 17, 'setup': 'dec-prop-source'}
