{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0665, 'n_source': 640, 'n_target': 40, 'labeled': True, 'classical': 0.34, 'supervised': 0.21, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 61, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.066, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.65, 'prop-target-estimate': 0.05339303733602423, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.069, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.69, 'prop-target-estimate': 0.06686678463094034, 'oracle': 0.38, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0655, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.64, 'prop-target-estimate': 0.08203927104722793, 'oracle': 0.28, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0655, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.62, 'prop-target-estimate': 0.13987274484536083, 'oracle': 0.27, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0677, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.61, 'prop-target-estimate': 0.08924726044852192, 'oracle': 0.3, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0646, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.025, 'oracle': 0.33, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0648, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.68, 'prop-target-estimate': 0.033404522613065334, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0644, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.65, 'prop-target-estimate': 0.10389349489795918, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0679, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.74, 'prop-target-estimate': 0.1114648033126294, 'oracle': 0.3, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0686, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.52, 'prop-target-estimate': 0.07827304325437694, 'oracle': 0.16, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0706, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.76, 'prop-target-estimate': 0.08039685582822087, 'oracle': 0.34, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0651, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.73, 'prop-target-estimate': 0.06070320579110652, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0708, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.73, 'prop-target-estimate': 0.05774594320486815, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0623, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.57, 'prop-target-estimate': 0.1047626663254862, 'oracle': 0.27, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0653, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.52, 'prop-target-estimate': 0.09302712384851586, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0664, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.75, 'prop-target-estimate': 0.0476269035532995, 'oracle': 0.28, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0707, 'n_source': 6240, 'n_target': 40, 'labeled': True, 'classical': 0.31, 'supervised': 0.27, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 74, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0629, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.65, 'prop-target-estimate': 0.12243062692702981, 'oracle': 0.33, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0691, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.63, 'prop-target-estimate': 0.10524028629856852, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0674, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.69, 'prop-target-estimate': 0.05497422680412369, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0641, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.61, 'prop-target-estimate': 0.16126302083333333, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0668, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.51, 'prop-target-estimate': 0.09996019108280253, 'oracle': 0.18, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0682, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.69, 'prop-target-estimate': 0.014067278287461777, 'oracle': 0.31, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0713, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.66, 'prop-target-estimate': 0.07061921891058581, 'oracle': 0.34, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0665, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.65, 'prop-target-estimate': 0.13519467213114753, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0675, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.09128118503118504, 'oracle': 0.29, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0665, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.75, 'prop-target-estimate': 0.07723670756646217, 'oracle': 0.36, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0667, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.64, 'prop-target-estimate': 0.06749492900608518, 'oracle': 0.23, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0673, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.63, 'prop-target-estimate': 0.2114454732510288, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0676, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.76, 'prop-target-estimate': 0.023032290615539863, 'oracle': 0.32, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0657, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.66, 'prop-target-estimate': 0.15398016276703966, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0628, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.67, 'prop-target-estimate': 0.04710953346855984, 'oracle': 0.35, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0652, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.59, 'prop-target-estimate': 0.11333333333333329, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0661, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.56, 'prop-target-estimate': 0.19458376421923473, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0679, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.65, 'prop-target-estimate': 0.09765625, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0698, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.66, 'prop-target-estimate': 0.18883881230116648, 'oracle': 0.16, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0621, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.6, 'prop-target-estimate': 0.08895705521472393, 'oracle': 0.32, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0657, 'n_source': 320, 'n_target': 100, 'labeled': False, 'lipton': 0.6, 'prop-target-estimate': 0.1683277591973244, 'oracle': 0.14, 'classical': 'nan', 'supervised': 'nan', 'iter': 94, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0659, 'n_source': 160, 'n_target': 100, 'labeled': False, 'lipton': 0.67, 'prop-target-estimate': 0.06396103896103898, 'oracle': 0.31, 'classical': 'nan', 'supervised': 'nan', 'iter': 86, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0657, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.65, 'prop-target-estimate': 0.06363868986693962, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0627, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.61, 'prop-target-estimate': 0.13326424870466322, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0663, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.57, 'prop-target-estimate': 0.03335051546391752, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.069, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.65, 'prop-target-estimate': 0.10511363636363634, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0696, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.7, 'prop-target-estimate': 0.07857142857142858, 'oracle': 0.39, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0693, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.63, 'prop-target-estimate': 0.1223404255319149, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0664, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.66, 'prop-target-estimate': 0.06935975609756095, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0664, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.73, 'prop-target-estimate': 0.025, 'oracle': 0.35, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0666, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.55, 'prop-target-estimate': 0.10917822838847387, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0651, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.64, 'prop-target-estimate': 0.018078093306288037, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0602, 'n_source': 1440, 'n_target': 40, 'labeled': True, 'classical': 0.32, 'supervised': 0.28, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 86, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0677, 'n_source': 160, 'n_target': 60, 'labeled': True, 'classical': 0.25, 'supervised': 0.05, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 41, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0651, 'n_source': 160, 'n_target': 10, 'labeled': True, 'classical': 0.51, 'supervised': 0.5, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 17, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.068, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.68, 'prop-target-estimate': 0.07596153846153847, 'oracle': 0.26, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.067, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.76, 'prop-target-estimate': 0.023937950566426364, 'oracle': 0.34, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0646, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.67, 'prop-target-estimate': 0.05870445344129555, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0658, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.59, 'prop-target-estimate': 0.11967975206611568, 'oracle': 0.28, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0623, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.49, 'prop-target-estimate': 0.1834860751295337, 'oracle': 0.06, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0675, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.62, 'prop-target-estimate': 0.11260491993801654, 'oracle': 0.23, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0677, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.64, 'prop-target-estimate': 0.12461898053278687, 'oracle': 0.3, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0631, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.53, 'prop-target-estimate': 0.06530493188698284, 'oracle': 0.23, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0676, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.66, 'prop-target-estimate': 0.09672528032619775, 'oracle': 0.3, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0666, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.68, 'prop-target-estimate': 0.06707043444328822, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 6, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0659, 'n_source': 1280, 'n_target': 100, 'labeled': False, 'lipton': 0.75, 'prop-target-estimate': 0.11302141157811263, 'oracle': 0.36, 'classical': 'nan', 'supervised': 'nan', 'iter': 38, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0694, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.0, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0703, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.0, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0679, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.73, 'prop-target-estimate': 0.0, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0721, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.57, 'prop-target-estimate': 0.08229813664596275, 'oracle': 0.11, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0695, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.66, 'prop-target-estimate': 0.0889795918367347, 'oracle': 0.31, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0661, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.66, 'prop-target-estimate': 0.29501018329938905, 'oracle': 0.27, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0683, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.64, 'prop-target-estimate': 0.09356486210418796, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.066, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.71, 'prop-target-estimate': 0.19594731509625127, 'oracle': 0.29, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0657, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.83, 'prop-target-estimate': 0.0, 'oracle': 0.31, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.066, 'n_source': 1000, 'n_target': 10, 'labeled': False, 'lipton': 0.63, 'prop-target-estimate': 0.2840744570837643, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 28, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0639, 'n_source': 20, 'n_target': 100, 'labeled': False, 'lipton': 0.47, 'prop-target-estimate': 0.21000000000000002, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 4, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0664, 'n_source': 1440, 'n_target': 40, 'labeled': True, 'classical': 0.29, 'supervised': 0.19, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 72, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0652, 'n_source': 240, 'n_target': 40, 'labeled': True, 'classical': 0.27, 'supervised': 0.05, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 58, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0652, 'n_source': 1000, 'n_target': 160, 'labeled': False, 'lipton': 0.7, 'prop-target-estimate': 0.037954545454545456, 'oracle': 0.34, 'classical': 'nan', 'supervised': 'nan', 'iter': 17, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.067, 'n_source': 1000, 'n_target': 160, 'labeled': False, 'lipton': 0.72, 'prop-target-estimate': 0.09099264705882354, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 17, 'setup': 'dec-prop-source'}
