{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 4, 'n_target': 50, 'lipton': 0.2675, 'prop-target': 0.8, 'oracle': 0.2675, 'iter': 72}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 4, 'n_target': 50, 'lipton': 0.2475, 'prop-target': 0.7, 'oracle': 0.2475, 'iter': 78}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 4, 'n_target': 50, 'lipton': 0.205, 'prop-target': 0.68, 'oracle': 0.205, 'iter': 80}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 4, 'n_target': 50, 'lipton': 0.2225, 'prop-target': 0.8, 'oracle': 0.2225, 'iter': 87}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 4, 'n_target': 50, 'lipton': 0.275, 'prop-target': 0.84, 'oracle': 0.275, 'iter': 79}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 4, 'n_target': 50, 'lipton': 0.2075, 'prop-target': 0.84, 'oracle': 0.655, 'iter': 89}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 4, 'n_target': 50, 'lipton': 0.1725, 'prop-target': 0.82, 'oracle': 0.1725, 'iter': 88}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 4, 'n_target': 50, 'lipton': 0.255, 'prop-target': 0.8, 'oracle': 0.255, 'iter': 83}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 4, 'n_target': 50, 'lipton': 0.19, 'prop-target': 0.78, 'oracle': 0.675, 'iter': 30}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 4, 'n_target': 50, 'lipton': 0.2675, 'prop-target': 0.86, 'oracle': 0.2675, 'iter': 77}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 4, 'n_target': 50, 'lipton': 0.225, 'prop-target': 0.82, 'oracle': 0.225, 'iter': 95}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 4, 'n_target': 50, 'lipton': 0.2575, 'prop-target': 0.88, 'oracle': 0.2575, 'iter': 84}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 4, 'n_target': 50, 'lipton': 0.23, 'prop-target': 0.88, 'oracle': 0.23, 'iter': 98}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.006, 'n_source': 4, 'n_target': 50, 'lipton': 0.265, 'prop-target': 0.74, 'oracle': 0.265, 'iter': 15}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 4, 'n_target': 50, 'lipton': 0.2075, 'prop-target': 0.7, 'oracle': 0.5775, 'iter': 70}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 4, 'n_target': 50, 'lipton': 0.245, 'prop-target': 0.8, 'oracle': 0.5675, 'iter': 48}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 4, 'n_target': 50, 'lipton': 0.23, 'prop-target': 0.88, 'oracle': 0.23, 'iter': 97}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 4, 'n_target': 50, 'lipton': 0.205, 'prop-target': 0.78, 'oracle': 0.6775, 'iter': 42}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 4, 'n_target': 50, 'lipton': 0.1675, 'prop-target': 0.72, 'oracle': 0.57, 'iter': 59}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 4, 'n_target': 50, 'lipton': 0.2575, 'prop-target': 0.76, 'oracle': 0.2575, 'iter': 63}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 4, 'n_target': 50, 'lipton': 0.25, 'prop-target': 0.8, 'oracle': 0.25, 'iter': 37}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 4, 'n_target': 50, 'lipton': 0.2775, 'prop-target': 0.84, 'oracle': 0.2775, 'iter': 58}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 8, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.78, 'oracle': 0.2175, 'iter': 12}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 4, 'n_target': 50, 'lipton': 0.3, 'prop-target': 0.76, 'oracle': 0.3, 'iter': 69}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 4, 'n_target': 50, 'lipton': 0.195, 'prop-target': 0.72, 'oracle': 0.195, 'iter': 44}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 4, 'n_target': 50, 'lipton': 0.235, 'prop-target': 0.82, 'oracle': 0.235, 'iter': 39}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 4, 'n_target': 50, 'lipton': 0.1975, 'prop-target': 0.78, 'oracle': 0.1975, 'iter': 47}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 4, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.8, 'oracle': 0.2175, 'iter': 55}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 4, 'n_target': 50, 'lipton': 0.2425, 'prop-target': 0.84, 'oracle': 0.2425, 'iter': 49}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 4, 'n_target': 50, 'lipton': 0.2275, 'prop-target': 0.74, 'oracle': 0.2275, 'iter': 56}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 4, 'n_target': 50, 'lipton': 0.2475, 'prop-target': 0.82, 'oracle': 0.2475, 'iter': 53}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0059, 'n_source': 4, 'n_target': 50, 'lipton': 0.1975, 'prop-target': 0.7, 'oracle': 0.6725, 'iter': 45}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 4, 'n_target': 50, 'lipton': 0.235, 'prop-target': 0.88, 'oracle': 0.235, 'iter': 64}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 4, 'n_target': 50, 'lipton': 0.24, 'prop-target': 0.78, 'oracle': 0.24, 'iter': 61}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 4, 'n_target': 50, 'lipton': 0.1975, 'prop-target': 0.76, 'oracle': 0.1975, 'iter': 41}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 4, 'n_target': 50, 'lipton': 0.1925, 'prop-target': 0.88, 'oracle': 0.1925, 'iter': 66}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 4, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.76, 'oracle': 0.2175, 'iter': 57}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 4, 'n_target': 50, 'lipton': 0.255, 'prop-target': 0.88, 'oracle': 0.255, 'iter': 50}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 8, 'n_target': 50, 'lipton': 0.18, 'prop-target': 0.7, 'oracle': 0.6625, 'iter': 3}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 4, 'n_target': 50, 'lipton': 0.26, 'prop-target': 0.82, 'oracle': 0.26, 'iter': 60}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 4, 'n_target': 50, 'lipton': 0.2325, 'prop-target': 0.86, 'oracle': 0.2325, 'iter': 51}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 4, 'n_target': 50, 'lipton': 0.205, 'prop-target': 0.74, 'oracle': 0.205, 'iter': 36}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 4, 'n_target': 50, 'lipton': 0.21, 'prop-target': 0.8, 'oracle': 0.21, 'iter': 68}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 4, 'n_target': 50, 'lipton': 0.2575, 'prop-target': 0.7, 'oracle': 0.2575, 'iter': 38}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 8, 'n_target': 50, 'lipton': 0.1625, 'prop-target': 0.8, 'oracle': 0.605, 'iter': 47}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 4, 'n_target': 50, 'lipton': 0.175, 'prop-target': 0.72, 'oracle': 0.67, 'iter': 28}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 8, 'n_target': 50, 'lipton': 0.205, 'prop-target': 0.88, 'oracle': 0.205, 'iter': 53}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 4, 'n_target': 50, 'lipton': 0.2125, 'prop-target': 0.74, 'oracle': 0.6975, 'iter': 21}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 4, 'n_target': 50, 'lipton': 0.2075, 'prop-target': 0.8, 'oracle': 0.48, 'iter': 33}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 4, 'n_target': 50, 'lipton': 0.2075, 'prop-target': 0.86, 'oracle': 0.5175, 'iter': 32}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 4, 'n_target': 50, 'lipton': 0.2275, 'prop-target': 0.88, 'oracle': 0.695, 'iter': 8}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0032, 'n_source': 4, 'n_target': 50, 'lipton': 0.2125, 'prop-target': 0.8, 'oracle': 0.655, 'iter': 9}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 8, 'n_target': 50, 'lipton': 0.195, 'prop-target': 0.86, 'oracle': 0.5775, 'iter': 50}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 4, 'n_target': 50, 'lipton': 0.2525, 'prop-target': 0.8, 'oracle': 0.4725, 'iter': 19}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 4, 'n_target': 50, 'lipton': 0.235, 'prop-target': 0.74, 'oracle': 0.495, 'iter': 34}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 4, 'n_target': 50, 'lipton': 0.1875, 'prop-target': 0.8, 'oracle': 0.3725, 'iter': 17}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 4, 'n_target': 50, 'lipton': 0.2475, 'prop-target': 0.7, 'oracle': 0.2475, 'iter': 20}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 4, 'n_target': 50, 'lipton': 0.22, 'prop-target': 0.8, 'oracle': 0.22, 'iter': 12}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 4, 'n_target': 50, 'lipton': 0.21, 'prop-target': 0.76, 'oracle': 0.21, 'iter': 25}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 4, 'n_target': 50, 'lipton': 0.2075, 'prop-target': 0.82, 'oracle': 0.2075, 'iter': 11}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 4, 'n_target': 50, 'lipton': 0.195, 'prop-target': 0.78, 'oracle': 0.195, 'iter': 10}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 4, 'n_target': 50, 'lipton': 0.2375, 'prop-target': 0.78, 'oracle': 0.2375, 'iter': 27}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 4, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.82, 'oracle': 0.44, 'iter': 13}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 4, 'n_target': 50, 'lipton': 0.225, 'prop-target': 0.74, 'oracle': 0.225, 'iter': 26}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 8, 'n_target': 50, 'lipton': 0.2075, 'prop-target': 0.72, 'oracle': 0.4625, 'iter': 10}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 4, 'n_target': 50, 'lipton': 0.21, 'prop-target': 0.8, 'oracle': 0.21, 'iter': 23}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 4, 'n_target': 50, 'lipton': 0.2425, 'prop-target': 0.82, 'oracle': 0.2425, 'iter': 14}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 4, 'n_target': 50, 'lipton': 0.235, 'prop-target': 0.76, 'oracle': 0.235, 'iter': 7}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 8, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.76, 'oracle': 0.35, 'iter': 20}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 8, 'n_target': 50, 'lipton': 0.255, 'prop-target': 0.8800000000000001, 'oracle': 0.255, 'iter': 4}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 4, 'n_target': 50, 'lipton': 0.21, 'prop-target': 0.78, 'oracle': 0.21, 'iter': 93}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 4, 'n_target': 50, 'lipton': 0.22, 'prop-target': 0.84, 'oracle': 0.22, 'iter': 22}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 4, 'n_target': 50, 'lipton': 0.23, 'prop-target': 0.9, 'oracle': 0.23, 'iter': 2}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 8, 'n_target': 50, 'lipton': 0.2025, 'prop-target': 0.8, 'oracle': 0.2025, 'iter': 6}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 8, 'n_target': 50, 'lipton': 0.2025, 'prop-target': 0.84, 'oracle': 0.2025, 'iter': 16}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 8, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.74, 'oracle': 0.2175, 'iter': 0}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0028, 'n_source': 4, 'n_target': 50, 'lipton': 0.24, 'prop-target': 0.78, 'oracle': 0.24, 'iter': 5}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 4, 'n_target': 50, 'lipton': 0.24, 'prop-target': 0.9, 'oracle': 0.24, 'iter': 1}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0028, 'n_source': 8, 'n_target': 50, 'lipton': 0.2075, 'prop-target': 0.72, 'oracle': 0.2075, 'iter': 48}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 4, 'n_target': 50, 'lipton': 0.2425, 'prop-target': 0.9, 'oracle': 0.2425, 'iter': 29}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 4, 'n_target': 50, 'lipton': 0.24, 'prop-target': 0.74, 'oracle': 0.24, 'iter': 0}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 4, 'n_target': 50, 'lipton': 0.205, 'prop-target': 0.76, 'oracle': 0.205, 'iter': 6}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 8, 'n_target': 50, 'lipton': 0.2275, 'prop-target': 0.72, 'oracle': 0.2275, 'iter': 49}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 4, 'n_target': 50, 'lipton': 0.2125, 'prop-target': 0.84, 'oracle': 0.2125, 'iter': 4}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 8, 'n_target': 50, 'lipton': 0.18, 'prop-target': 0.76, 'oracle': 0.18, 'iter': 1}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 4, 'n_target': 50, 'lipton': 0.185, 'prop-target': 0.82, 'oracle': 0.185, 'iter': 16}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 8, 'n_target': 50, 'lipton': 0.22, 'prop-target': 0.76, 'oracle': 0.22, 'iter': 51}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 8, 'n_target': 50, 'lipton': 0.1875, 'prop-target': 0.72, 'oracle': 0.5, 'iter': 5}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 4, 'n_target': 50, 'lipton': 0.2525, 'prop-target': 0.86, 'oracle': 0.2525, 'iter': 31}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 8, 'n_target': 50, 'lipton': 0.2125, 'prop-target': 0.76, 'oracle': 0.2125, 'iter': 9}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 4, 'n_target': 50, 'lipton': 0.21, 'prop-target': 0.88, 'oracle': 0.21, 'iter': 91}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 8, 'n_target': 50, 'lipton': 0.1425, 'prop-target': 0.64, 'oracle': 0.535, 'iter': 13}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 8, 'n_target': 50, 'lipton': 0.2225, 'prop-target': 0.84, 'oracle': 0.2225, 'iter': 52}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 8, 'n_target': 50, 'lipton': 0.14, 'prop-target': 0.76, 'oracle': 0.545, 'iter': 55}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 8, 'n_target': 50, 'lipton': 0.1825, 'prop-target': 0.56, 'oracle': 0.71, 'iter': 21}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 8, 'n_target': 50, 'lipton': 0.2525, 'prop-target': 0.74, 'oracle': 0.2525, 'iter': 8}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 4, 'n_target': 50, 'lipton': 0.26, 'prop-target': 0.94, 'oracle': 0.26, 'iter': 18}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 8, 'n_target': 50, 'lipton': 0.22, 'prop-target': 0.74, 'oracle': 0.695, 'iter': 68}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 8, 'n_target': 50, 'lipton': 0.1775, 'prop-target': 0.8000000000000002, 'oracle': 0.1775, 'iter': 34}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 8, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.72, 'oracle': 0.2175, 'iter': 69}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 8, 'n_target': 50, 'lipton': 0.24, 'prop-target': 0.72, 'oracle': 0.24, 'iter': 73}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 8, 'n_target': 50, 'lipton': 0.19, 'prop-target': 0.64, 'oracle': 0.2875, 'iter': 31}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 8, 'n_target': 50, 'lipton': 0.165, 'prop-target': 0.74, 'oracle': 0.765, 'iter': 11}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 8, 'n_target': 50, 'lipton': 0.155, 'prop-target': 0.66, 'oracle': 0.4425, 'iter': 80}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 8, 'n_target': 50, 'lipton': 0.1675, 'prop-target': 0.7, 'oracle': 0.38, 'iter': 33}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 8, 'n_target': 50, 'lipton': 0.19, 'prop-target': 0.84, 'oracle': 0.19, 'iter': 14}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 8, 'n_target': 50, 'lipton': 0.1975, 'prop-target': 0.88, 'oracle': 0.1975, 'iter': 74}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 8, 'n_target': 50, 'lipton': 0.21, 'prop-target': 0.8400000000000001, 'oracle': 0.21, 'iter': 22}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 8, 'n_target': 50, 'lipton': 0.2225, 'prop-target': 0.74, 'oracle': 0.2225, 'iter': 66}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0057, 'n_source': 8, 'n_target': 50, 'lipton': 0.2, 'prop-target': 0.86, 'oracle': 0.3925, 'iter': 28}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 8, 'n_target': 50, 'lipton': 0.2075, 'prop-target': 0.72, 'oracle': 0.49, 'iter': 26}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 8, 'n_target': 50, 'lipton': 0.1925, 'prop-target': 0.66, 'oracle': 0.1925, 'iter': 72}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 8, 'n_target': 50, 'lipton': 0.2, 'prop-target': 0.72, 'oracle': 0.4275, 'iter': 67}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 8, 'n_target': 50, 'lipton': 0.195, 'prop-target': 0.76, 'oracle': 0.195, 'iter': 58}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 8, 'n_target': 50, 'lipton': 0.16, 'prop-target': 0.68, 'oracle': 0.655, 'iter': 57}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0057, 'n_source': 8, 'n_target': 50, 'lipton': 0.18, 'prop-target': 0.72, 'oracle': 0.18, 'iter': 45}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 8, 'n_target': 50, 'lipton': 0.2125, 'prop-target': 0.78, 'oracle': 0.38, 'iter': 46}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.003, 'n_source': 8, 'n_target': 50, 'lipton': 0.2125, 'prop-target': 0.76, 'oracle': 0.2125, 'iter': 70}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 8, 'n_target': 50, 'lipton': 0.2075, 'prop-target': 0.76, 'oracle': 0.2075, 'iter': 17}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 8, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.72, 'oracle': 0.2175, 'iter': 36}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 8, 'n_target': 50, 'lipton': 0.1775, 'prop-target': 0.64, 'oracle': 0.1775, 'iter': 24}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 8, 'n_target': 50, 'lipton': 0.2175, 'prop-target': 0.7, 'oracle': 0.3225, 'iter': 71}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 8, 'n_target': 50, 'lipton': 0.2375, 'prop-target': 0.66, 'oracle': 0.2375, 'iter': 30}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 8, 'n_target': 50, 'lipton': 0.2, 'prop-target': 0.78, 'oracle': 0.2, 'iter': 40}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 8, 'n_target': 50, 'lipton': 0.185, 'prop-target': 0.66, 'oracle': 0.32, 'iter': 54}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 8, 'n_target': 50, 'lipton': 0.2425, 'prop-target': 0.86, 'oracle': 0.2425, 'iter': 63}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 8, 'n_target': 50, 'lipton': 0.2025, 'prop-target': 0.72, 'oracle': 0.5225, 'iter': 84}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 8, 'n_target': 50, 'lipton': 0.205, 'prop-target': 0.8, 'oracle': 0.205, 'iter': 29}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 8, 'n_target': 50, 'lipton': 0.1825, 'prop-target': 0.74, 'oracle': 0.1825, 'iter': 27}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 8, 'n_target': 50, 'lipton': 0.205, 'prop-target': 0.7, 'oracle': 0.3825, 'iter': 85}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 8, 'n_target': 50, 'lipton': 0.2025, 'prop-target': 0.8000000000000002, 'oracle': 0.2025, 'iter': 76}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 8, 'n_target': 50, 'lipton': 0.205, 'prop-target': 0.8, 'oracle': 0.56, 'iter': 32}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 8, 'n_target': 50, 'lipton': 0.195, 'prop-target': 0.74, 'oracle': 0.195, 'iter': 44}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 8, 'n_target': 50, 'lipton': 0.225, 'prop-target': 0.78, 'oracle': 0.225, 'iter': 42}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 8, 'n_target': 50, 'lipton': 0.18, 'prop-target': 0.68, 'oracle': 0.18, 'iter': 75}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 16, 'n_target': 50, 'lipton': 0.125, 'prop-target': 0.66, 'oracle': 0.5725, 'iter': 29}
